,Datetime Event Began,Datetime of Restoration,Area Affected,State Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,State Avg Temp (F),State Avg Windspeed (mph),State Avg Precipitation (mm),State Daily Energy Demand (MWh)
161,2020-08-27 12:02:00,2020-08-27 22:54:00,Texas:,Texas,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,573.0,,,,3.5088,75555
162,2020-08-27 17:11:00,2020-08-28 10:00:00,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,Connecticut,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,100.0,60687.0,68.18,4.772053333333333,1.3577922077922078,3715
163,2020-08-27 13:24:00,,"Texas: Montgomery County, Liberty County;",Texas,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,208.0,,,,3.5088,75555
164,2020-08-27 12:06:00,,Texas:,Texas,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,350.0,,,,3.5088,75555
165,2020-08-27 06:00:00,2020-08-27 06:05:00,West Virginia: Putnam County;,Virginia,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,2900.0,,79.6723076923077,8.127403333333334,0.27600950118764844,38682
166,2020-09-05 17:25:00,2020-09-05 20:55:00,California: Imperial County;,California,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,100.0,20000.0,81.49819397993312,3.653603333333333,0.0011494252873563218,39534
167,2020-09-07 22:40:00,2020-09-09 17:24:00,California:,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Transmission Interruption,610.0,172000.0,81.0548322147651,5.3685599999999996,0.0004322766570605188,46055
168,2020-09-07 09:13:00,2020-09-08 06:00:00,Washington:,Washington,WECC,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.,Natural Disaster,80.0,21000.0,59.06728971962617,11.552506129032258,0.00945179584120983,
169,2020-09-07 19:05:00,2020-09-08 22:00:00,"Oregon: Multnomah County, Washington County, Clackamas County, Marion County, Yamhill County, Polk County;",Oregon,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,2859.0,103000.0,64.47514563106796,10.4776396,0.004215851602023609,
170,2020-09-08 09:50:00,2020-09-08 10:56:00,Michigan: Ingham County;,Michigan,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,265.0,0.0,52.02235294117647,8.068266896551725,13.062472406181016,64878
